Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
18,उमेश प्रसाद साह तेली,स्वतन्त्र,टायर,17,पुरुष,37,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,,,
19,रबिन्द्र कुमार चौधरी,स्वतन्त्र,कैंची,16,पुरुष,35,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,,,
20,विकाश कुमार साह,नेपाल लोकतान्त्रिक पार्टी,दुई हात जोडेको नमस्कार,12,पुरुष,45,,मधेश प्रदेश,पर्सा,2,10,,,एस एल सी
21,संतोष महतो,स्वतन्त्र,मुढा,12,पुरुष,42,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,,,
22,राकेश कुमार सहनी,स्वतन्त्र,आँप,10,पुरुष,26,,मधेश प्रदेश,पर्सा,2,बि एस सी आई टी ,,,लब्ली प्रोफेशनल युनिभर्सिटी भारत
23,किशोरी प्रसाद यादव,स्वतन्त्र,क्याप,9,पुरुष,25,,मधेश प्रदेश,पर्सा,2,BALLB,"समाजसेवी
विधार्थी युवा नेता
विभिन्न वाल क्लवहरु र NGO हरुमा काम गरेको
",,PU
24,मनोज साह कानु,स्वतन्त्र,क्याल्कुलेटर,7,पुरुष,45,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,,,
25,मुकेश कुशवाहा,नेपाल मजदुर किसान पार्टी,मादल,6,पुरुष,42,,मधेश प्रदेश,पर्सा,2,एस एल सी,,,मदर्सा विद्यालय बारा 
26,कृष्‍णा कुमार गीरी,स्वतन्त्र,प्रेसर कुकर,5,पुरुष,32,,मधेश प्रदेश,पर्सा,2,SLC,,,Nepal
27,महेश महतो धानुक,स्वतन्त्र,पंखा,5,पुरुष,35,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,,,
28,किसमती देवी,स्वतन्त्र,रिक्सा,3,महिला,57,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,,,
29,साहेव प्रसाद राम,स्वतन्त्र,क्यामरा,3,पुरुष,35,,मधेश प्रदेश,पर्सा,2,+2,,,नेपाल
30,रामनेरेश प्रसाद चौरसिया,स्वतन्त्र,मसी,2,पुरुष,42,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,,,
31,रोसन प्रसाद अहिर,स्वतन्त्र,जीप,1,पुरुष,37,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,,,
